Airline,Departure_Airport,Arrival_Airport,Flight_Duration_Minutes,Flight_Status,Distance_Miles,Price_USD,Age,Gender,Income_Level,Travel_Purpose,Seat_Class,Bags_Checked,Frequent_Flyer_Status,Check_in_Method,Flight_Satisfaction_Score,Delay_Minutes,Booking_Days_In_Advance,No_Show,Weather_Impact,Seat_Selected,Departure_Hour,Departure_Day,Departure_Weekday,Departure_Month
jetblue,jfk,atl,61,on-time,1504,276.86,79,female,low,leisure,economy,0,none,online,7.5,9.0,28,0,1,window,5,28,4,2
united,atl,jfk,163,on-time,898,361.11,45,female,high,leisure,business,1,none,airport kiosk,7.4,2.0,35,0,0,aisle,23,21,3,9
jetblue,sfo,dfw,108,delayed,1374,350.91,74,male,medium,leisure,economy,0,platinum,desk,8.1,18.0,97,0,0,middle,8,10,6,3
delta,den,jfk,254,on-time,1292,350.88,48,male,high,leisure,business,2,none,mobile app,7.0,47.0,99,0,0,window,1,27,3,2
delta,ord,lax,115,on-time,1069,541.6,79,female,medium,emergency,business,1,silver,airport kiosk,6.6,0.0,32,1,0,middle,0,1,4,3
jetblue,dfw,atl,150,on-time,750,347.27,19,male,medium,leisure,economy,0,none,mobile app,6.3,56.0,115,0,0,aisle,21,27,3,4
united,sea,sfo,262,on-time,2087,368.93,75,male,high,business,business,1,silver,desk,6.7,17.0,63,0,1,window,21,5,1,3
southwest,sfo,jfk,113,delayed,893,392.44,43,male,high,family,business,2,gold,airport kiosk,5.9,6.0,97,0,0,middle,0,21,6,4
united,jfk,sfo,241,on-time,659,306.74,38,male,high,family,economy,4,platinum,desk,6.4,5.0,71,0,0,aisle,11,16,6,3
american airlines,ord,ord,160,on-time,992,329.57,60,male,low,leisure,first,2,none,desk,8.2,11.0,25,0,0,window,20,15,2,1
united,lax,jfk,142,on-time,928,340.63,65,female,high,family,economy,1,silver,mobile app,6.4,10.0,35,0,0,middle,23,9,0,12
jetblue,den,atl,74,on-time,1395,343.76,35,female,medium,emergency,premium economy,0,none,airport kiosk,5.2,7.0,32,0,0,middle,22,26,6,1
southwest,atl,dfw,162,on-time,1881,240.82,49,female,medium,family,premium economy,0,none,airport kiosk,7.1,17.0,58,0,1,window,3,3,1,12
american airlines,ord,atl,155,on-time,1362,501.18,69,female,low,family,business,1,none,online,7.3,14.0,106,0,0,window,6,27,3,7
american airlines,ord,ord,76,on-time,2101,317.6,64,female,medium,emergency,business,1,none,desk,8.7,3.0,20,0,0,middle,8,9,5,9
southwest,lax,dfw,177,delayed,571,277.69,34,male,low,business,premium economy,1,silver,mobile app,7.6,15.0,64,0,1,middle,16,19,6,1
american airlines,sea,jfk,250,on-time,1537,271.56,33,male,medium,family,economy,0,none,online,6.6,31.0,88,0,0,window,6,8,0,7
southwest,sfo,jfk,140,on-time,892,335.52,73,male,low,emergency,first,0,none,airport kiosk,7.6,8.0,82,0,1,middle,6,26,1,11
united,ord,ord,168,on-time,1137,321.58,24,female,high,family,economy,1,platinum,airport kiosk,7.6,7.0,30,0,1,middle,19,24,6,9
jetblue,lax,atl,118,on-time,940,415.92,22,female,medium,family,economy,0,silver,desk,8.5,8.0,23,0,0,window,20,14,2,2
jetblue,atl,lax,59,on-time,1020,321.52,45,male,medium,business,economy,2,platinum,airport kiosk,5.3,24.0,82,0,0,aisle,18,31,2,7
jetblue,sfo,lax,118,on-time,1179,368.32,24,female,medium,business,economy,1,none,desk,6.2,8.0,95,0,0,aisle,3,27,2,9
united,ord,lax,101,on-time,1046,222.63,43,female,low,business,economy,1,none,airport kiosk,7.0,2.0,5,0,0,window,2,7,0,10
united,sea,dfw,255,on-time,796,491.86,60,female,medium,emergency,business,2,none,desk,7.4,8.0,93,0,0,aisle,14,25,0,11
delta,atl,sfo,296,on-time,1285,354.81,33,male,low,family,economy,4,none,airport kiosk,6.2,10.0,13,0,0,middle,14,10,2,7
southwest,atl,atl,182,on-time,866,447.99,19,male,medium,family,first,1,none,desk,9.1,4.0,19,0,0,window,9,23,1,7
united,jfk,sea,266,on-time,1115,410.42,54,male,medium,emergency,economy,1,none,online,4.9,3.0,81,0,0,aisle,13,30,3,5
united,den,lax,248,on-time,1192,361.7,25,female,low,business,economy,2,none,airport kiosk,6.8,9.0,6,0,0,aisle,18,17,2,4
southwest,den,jfk,112,cancelled,1024,216.76,43,female,low,family,economy,0,silver,mobile app,6.2,18.0,61,0,0,middle,15,26,4,4
united,atl,lax,212,on-time,898,399.35,41,female,high,family,economy,0,silver,desk,8.9,4.0,65,0,0,middle,17,9,3,5
united,den,atl,158,on-time,1534,364.89,52,male,medium,family,premium economy,1,none,desk,7.8,18.0,79,0,1,window,1,2,5,11
delta,ord,sea,107,delayed,390,395.99,74,male,low,leisure,economy,0,none,online,8.2,32.0,105,0,0,window,3,21,3,11
jetblue,jfk,lax,226,on-time,806,247.51,52,female,low,leisure,economy,0,none,online,5.1,27.0,75,0,0,window,15,8,5,3
american airlines,dfw,atl,108,on-time,1068,481.61,63,female,medium,leisure,economy,1,gold,airport kiosk,8.4,7.0,34,0,1,window,20,21,1,11
southwest,dfw,sea,179,on-time,1277,430.65,53,male,medium,family,premium economy,0,platinum,online,6.2,7.0,31,0,0,window,10,8,3,6
jetblue,jfk,dfw,143,on-time,1505,478.22,35,male,medium,business,premium economy,0,none,desk,4.8,11.0,94,0,0,aisle,15,24,3,8
southwest,sea,jfk,190,on-time,1030,372.58,19,male,medium,family,business,1,none,airport kiosk,6.6,7.0,94,0,0,middle,22,5,1,9
delta,den,atl,232,on-time,935,426.15,56,female,medium,emergency,first,0,none,airport kiosk,7.2,1.0,41,0,1,middle,14,3,5,6
jetblue,dfw,jfk,263,on-time,1374,509.27,21,female,high,business,economy,0,silver,online,4.8,16.0,42,0,1,aisle,14,11,2,10
southwest,den,jfk,37,on-time,1125,319.31,40,female,medium,emergency,economy,3,gold,online,7.1,5.0,102,0,1,window,17,6,6,4
delta,jfk,sea,200,on-time,1377,530.7,60,male,medium,leisure,premium economy,4,silver,mobile app,4.3,12.0,12,0,0,middle,16,25,4,8
jetblue,den,dfw,183,cancelled,1300,183.33,45,female,medium,business,economy,0,none,desk,7.6,13.0,24,0,1,window,15,7,6,5
jetblue,den,lax,229,on-time,905,245.2,24,male,medium,business,economy,2,platinum,airport kiosk,5.7,1.0,109,0,0,aisle,12,19,2,3
delta,jfk,dfw,138,on-time,962,226.61,65,female,medium,leisure,economy,1,silver,airport kiosk,7.6,0.0,106,0,0,window,0,19,3,10
jetblue,den,ord,249,on-time,1383,466.01,50,female,high,family,economy,2,none,mobile app,8.2,7.0,117,0,0,aisle,3,16,6,2
american airlines,ord,ord,225,on-time,1138,397.05,41,female,medium,leisure,economy,1,none,desk,7.7,12.0,32,0,0,middle,7,18,3,5
delta,ord,ord,158,on-time,1593,131.19,55,male,medium,leisure,economy,0,none,desk,7.4,3.0,69,0,0,middle,3,12,0,8
southwest,lax,dfw,224,on-time,1565,370.97,74,female,low,leisure,economy,0,silver,desk,6.4,13.0,30,0,1,aisle,11,12,4,7
southwest,ord,dfw,235,on-time,589,129.25,25,female,medium,business,economy,1,none,mobile app,8.5,0.0,56,0,1,window,11,11,5,1
southwest,sea,sea,255,on-time,657,480.35,56,male,high,business,economy,0,none,mobile app,7.9,12.0,71,0,0,aisle,4,7,6,4
american airlines,atl,lax,245,on-time,1505,529.43,18,female,low,emergency,economy,3,gold,airport kiosk,3.5,0.0,28,0,0,middle,11,5,3,10
delta,den,lax,223,on-time,1496,202.34,30,female,medium,emergency,economy,1,gold,online,8.5,14.0,43,0,1,middle,15,15,2,5
southwest,ord,sea,168,on-time,1611,239.62,35,male,medium,business,premium economy,1,none,mobile app,7.0,15.0,48,0,1,aisle,17,6,5,7
jetblue,jfk,lax,208,on-time,1496,346.45,64,male,low,business,economy,0,none,desk,6.0,7.0,4,0,0,window,20,17,6,9
american airlines,den,jfk,53,on-time,958,556.49,19,female,medium,family,economy,2,none,desk,9.5,18.0,96,0,0,window,21,9,6,7
jetblue,sea,dfw,162,delayed,1417,381.31,73,male,high,leisure,premium economy,0,gold,airport kiosk,7.6,1.0,100,0,0,window,14,27,2,12
american airlines,sea,sea,126,on-time,956,466.09,32,male,medium,leisure,business,0,none,desk,6.2,7.0,19,0,0,middle,22,26,5,8
jetblue,sea,den,40,on-time,1439,306.51,50,male,low,emergency,economy,1,silver,online,6.4,6.0,59,0,0,aisle,2,28,6,5
jetblue,lax,den,244,on-time,1203,415.68,21,female,low,business,economy,0,none,airport kiosk,5.1,6.0,109,1,0,middle,14,16,0,12
delta,den,atl,139,on-time,1450,231.24,74,female,medium,emergency,premium economy,0,none,airport kiosk,8.0,5.0,73,0,0,middle,1,19,0,8
american airlines,ord,ord,212,on-time,1173,294.32,75,female,low,business,economy,2,gold,online,6.3,1.0,88,0,0,middle,11,11,4,8
delta,sfo,sea,99,cancelled,1088,204.67,46,male,medium,family,business,0,none,airport kiosk,5.9,2.0,61,1,0,window,1,20,3,6
delta,lax,sfo,174,on-time,1397,442.68,63,male,medium,business,economy,0,none,mobile app,5.1,14.0,24,0,0,middle,12,4,4,8
delta,lax,ord,135,delayed,368,308.44,67,female,medium,emergency,economy,1,silver,airport kiosk,6.9,12.0,99,0,1,window,1,2,6,2
southwest,dfw,ord,211,on-time,834,342.63,71,male,low,family,economy,0,silver,mobile app,8.7,2.0,100,0,0,middle,14,17,2,1
southwest,lax,lax,126,on-time,468,303.37,22,female,medium,business,premium economy,1,gold,desk,3.4,5.0,2,0,0,window,18,22,0,7
southwest,atl,sea,134,delayed,1583,433.22,57,female,high,business,business,2,silver,mobile app,3.2,11.0,82,1,0,window,8,29,5,7
southwest,den,dfw,173,on-time,1683,177.51,38,male,medium,business,economy,1,silver,desk,7.7,7.0,24,0,0,aisle,23,27,3,6
southwest,dfw,lax,146,on-time,1129,407.11,79,male,high,business,economy,2,silver,mobile app,4.5,3.0,10,0,0,aisle,23,2,3,1
united,sea,jfk,149,on-time,1770,329.35,20,female,medium,family,economy,0,gold,desk,5.8,19.0,23,0,1,aisle,10,29,0,7
southwest,den,dfw,238,on-time,907,346.56,38,female,medium,family,economy,1,silver,desk,5.2,15.0,83,0,0,window,10,18,6,6
american airlines,den,sfo,185,on-time,1041,313.41,65,male,low,emergency,economy,0,none,desk,6.7,1.0,3,0,0,aisle,13,20,4,12
southwest,ord,lax,159,on-time,1327,497.17,59,female,high,leisure,economy,1,none,mobile app,7.6,4.0,36,0,1,window,13,25,5,1
jetblue,dfw,atl,131,on-time,1367,430.89,42,female,medium,leisure,economy,1,silver,desk,5.4,6.0,6,0,0,window,4,5,6,11
american airlines,jfk,lax,51,on-time,1481,509.08,42,female,high,business,economy,0,gold,online,8.3,8.0,7,0,0,window,9,7,2,6
jetblue,den,sea,226,cancelled,704,307.42,21,male,medium,family,premium economy,0,none,airport kiosk,5.6,4.0,75,0,0,aisle,16,19,1,9
jetblue,jfk,sea,143,cancelled,1104,293.08,47,male,medium,leisure,economy,1,silver,mobile app,5.0,2.0,108,0,0,aisle,9,24,0,3
southwest,lax,jfk,174,delayed,585,579.91,41,female,high,emergency,economy,0,gold,airport kiosk,6.3,36.0,43,0,0,window,8,14,1,11
jetblue,sea,den,270,on-time,1167,527.53,73,female,low,business,economy,1,none,online,6.2,21.0,115,0,0,window,21,20,4,12
united,den,den,142,on-time,1008,294.64,51,male,medium,family,premium economy,1,none,airport kiosk,6.2,1.0,61,0,1,aisle,20,22,5,2
delta,sea,jfk,121,on-time,1196,216.0,76,female,high,emergency,first,0,platinum,online,5.7,5.0,19,0,0,window,10,19,5,10
southwest,sfo,sfo,167,on-time,1891,344.52,68,female,medium,emergency,premium economy,0,platinum,online,7.6,2.0,2,0,0,aisle,22,9,5,9
united,sfo,atl,208,delayed,701,362.04,29,female,low,leisure,business,0,gold,desk,7.4,8.0,79,0,0,window,5,23,4,6
american airlines,sea,lax,155,on-time,1159,448.93,20,female,medium,family,economy,0,silver,mobile app,8.6,2.0,8,0,0,middle,23,27,3,6
american airlines,den,ord,97,on-time,1332,322.53,30,female,high,family,economy,1,none,desk,6.0,28.0,75,0,0,window,15,13,2,9
united,atl,dfw,189,on-time,1694,595.33,30,male,high,family,economy,0,silver,mobile app,7.3,10.0,46,0,0,window,16,4,2,9
jetblue,jfk,atl,259,cancelled,1418,403.06,61,male,low,emergency,economy,1,platinum,desk,10.0,15.0,66,0,0,window,17,21,0,4
united,den,dfw,210,delayed,721,366.78,32,male,high,family,business,2,none,mobile app,3.7,5.0,48,0,0,middle,11,14,4,7
united,jfk,jfk,227,on-time,1356,304.33,27,female,high,business,economy,1,none,airport kiosk,6.1,1.0,117,0,0,middle,0,2,6,3
delta,sfo,lax,47,on-time,1308,439.19,47,female,medium,business,premium economy,1,none,mobile app,8.2,22.0,76,0,0,aisle,5,8,4,11
united,sea,atl,206,on-time,1258,404.69,19,female,low,emergency,business,0,silver,mobile app,7.6,12.0,87,0,0,middle,2,11,1,2
jetblue,dfw,dfw,140,on-time,1400,311.14,31,female,medium,leisure,premium economy,3,gold,airport kiosk,10.0,10.0,99,0,0,aisle,12,3,3,8
united,atl,den,86,on-time,1397,337.34,52,female,medium,emergency,business,1,none,online,7.3,10.0,106,0,0,middle,17,25,0,9
jetblue,den,den,122,on-time,857,407.83,52,female,low,leisure,first,1,none,online,8.3,8.0,28,0,0,window,20,23,0,12
jetblue,lax,jfk,89,cancelled,1596,380.63,68,male,low,leisure,premium economy,1,silver,mobile app,8.0,4.0,6,0,0,window,12,8,5,2
delta,dfw,atl,282,on-time,528,272.47,47,female,low,family,economy,1,silver,online,5.0,11.0,48,0,0,middle,18,26,4,7
american airlines,jfk,atl,147,on-time,1457,229.64,74,female,medium,business,economy,2,none,mobile app,7.6,14.0,49,0,0,window,18,25,1,3
delta,lax,den,164,on-time,1353,271.94,41,male,medium,emergency,economy,1,silver,online,6.8,4.0,114,0,0,window,3,27,4,12
delta,jfk,atl,165,on-time,954,400.08,71,female,medium,business,economy,2,none,mobile app,9.7,7.0,73,0,0,middle,9,9,6,3
united,lax,den,143,on-time,934,416.95,29,female,medium,family,economy,2,silver,desk,7.2,0.0,26,0,0,aisle,20,24,3,10
southwest,atl,ord,129,on-time,1443,392.71,48,male,low,family,business,0,platinum,desk,5.6,8.0,56,0,0,middle,23,16,3,1
southwest,sea,jfk,187,cancelled,1147,341.13,36,female,medium,family,economy,0,none,online,5.9,1.0,37,0,0,middle,7,26,0,6
delta,lax,lax,208,delayed,1560,550.74,58,male,medium,family,economy,2,none,desk,6.8,2.0,117,0,1,aisle,16,19,6,5
jetblue,ord,lax,203,cancelled,1411,285.89,22,male,medium,leisure,economy,2,none,mobile app,8.0,4.0,58,1,0,aisle,15,3,3,10
southwest,sea,den,219,on-time,1378,420.03,48,male,high,emergency,economy,0,none,desk,5.9,0.0,43,0,1,window,17,8,5,6
jetblue,den,lax,171,on-time,1324,274.98,78,female,low,leisure,premium economy,2,none,mobile app,5.9,23.0,52,1,0,aisle,23,21,4,2
jetblue,dfw,ord,237,on-time,750,220.14,55,male,medium,business,economy,2,gold,mobile app,8.5,6.0,89,0,1,aisle,6,21,4,3
southwest,den,ord,228,on-time,1291,366.03,33,male,medium,business,business,2,none,mobile app,4.1,2.0,82,0,0,aisle,1,24,2,1
southwest,atl,ord,139,on-time,563,408.12,43,male,medium,family,economy,0,none,desk,6.7,21.0,37,0,0,aisle,10,25,5,11
american airlines,jfk,den,185,on-time,1095,163.66,51,male,low,emergency,first,1,silver,airport kiosk,5.9,40.0,53,0,0,middle,3,18,3,5
united,atl,jfk,197,on-time,1482,298.91,60,male,high,emergency,economy,2,none,online,6.5,9.0,67,0,0,window,15,25,4,10
united,jfk,sea,125,on-time,1438,413.69,58,female,medium,emergency,economy,2,gold,mobile app,6.0,13.0,94,0,1,aisle,6,1,2,11
american airlines,dfw,lax,181,on-time,1500,189.04,54,male,low,leisure,business,0,none,airport kiosk,7.9,2.0,62,0,0,aisle,21,10,4,11
american airlines,lax,lax,189,on-time,680,386.37,40,female,medium,business,economy,3,silver,desk,7.6,4.0,81,0,1,aisle,23,13,3,7
united,lax,sea,155,on-time,1031,431.26,30,female,medium,business,economy,0,none,mobile app,8.5,10.0,63,0,0,aisle,10,26,4,7
delta,sfo,lax,159,on-time,1226,422.83,30,male,medium,family,economy,0,none,desk,5.6,27.0,59,0,0,middle,11,10,1,9
united,jfk,ord,151,on-time,1061,371.82,69,female,low,leisure,business,1,silver,desk,5.2,1.0,92,0,0,aisle,7,27,3,7
american airlines,den,lax,116,on-time,1624,305.94,38,male,high,business,business,1,none,desk,9.6,0.0,49,0,1,middle,12,16,0,9
jetblue,sea,sfo,149,on-time,1645,403.6,44,male,low,leisure,premium economy,0,silver,online,5.9,3.0,32,0,1,middle,18,8,4,3
jetblue,jfk,ord,141,on-time,1140,522.67,79,female,low,leisure,economy,1,platinum,online,7.3,7.0,109,0,0,window,11,1,1,8
jetblue,atl,sfo,108,on-time,1465,567.9,38,female,low,family,business,0,gold,online,8.7,11.0,41,0,0,middle,8,14,1,11
delta,sfo,sfo,247,on-time,1610,533.32,62,female,high,leisure,economy,0,none,airport kiosk,7.0,0.0,72,0,1,window,12,4,4,10
american airlines,ord,ord,158,on-time,1181,302.44,31,male,medium,family,economy,1,platinum,online,6.0,22.0,4,0,0,window,23,4,5,1
jetblue,den,dfw,102,on-time,1169,426.86,79,female,medium,family,economy,0,silver,desk,3.3,7.0,112,0,0,aisle,23,19,6,1
delta,sfo,jfk,248,on-time,1461,302.9,24,male,medium,leisure,premium economy,0,none,airport kiosk,5.8,15.0,19,0,0,middle,20,24,1,12
united,lax,sea,153,on-time,1176,372.33,59,male,medium,family,economy,0,gold,airport kiosk,6.7,15.0,108,0,1,window,1,26,0,2
american airlines,lax,jfk,142,on-time,1075,419.23,67,male,low,family,business,3,platinum,airport kiosk,9.6,12.0,86,0,0,aisle,12,17,0,3
southwest,atl,lax,178,on-time,623,304.43,22,female,medium,family,economy,1,none,mobile app,4.9,1.0,49,0,0,window,0,6,4,10
american airlines,lax,dfw,290,on-time,1105,393.92,70,female,low,leisure,economy,2,gold,online,8.8,3.0,81,0,1,middle,4,20,2,9
united,sea,sea,297,on-time,819,325.7,26,female,low,business,premium economy,0,gold,mobile app,7.3,4.0,104,0,1,middle,17,8,4,11
jetblue,den,den,114,cancelled,1102,541.42,36,female,high,leisure,economy,1,none,desk,5.2,10.0,119,0,0,window,0,27,3,3
american airlines,sea,ord,197,on-time,979,588.47,70,female,medium,family,economy,0,silver,online,6.9,4.0,77,0,0,middle,16,31,2,7
american airlines,atl,jfk,250,delayed,1086,309.76,70,female,low,emergency,economy,1,none,airport kiosk,6.9,2.0,119,0,0,window,3,30,5,9
delta,den,lax,60,delayed,1100,353.18,67,female,high,emergency,economy,0,none,online,5.4,21.0,0,0,0,window,7,18,3,1
delta,den,lax,135,on-time,1059,303.93,37,male,low,business,economy,0,platinum,mobile app,5.9,0.0,96,0,0,window,18,9,3,11
jetblue,den,sea,122,on-time,1463,344.44,30,female,high,leisure,business,2,none,airport kiosk,5.4,5.0,30,0,0,middle,21,14,4,2
american airlines,lax,dfw,165,on-time,799,248.5,26,female,medium,emergency,premium economy,0,gold,mobile app,6.2,13.0,109,0,0,middle,6,4,3,1
southwest,jfk,lax,198,delayed,1533,233.47,27,male,medium,family,premium economy,3,gold,airport kiosk,4.6,9.0,53,0,0,middle,10,10,2,5
delta,jfk,ord,180,on-time,540,262.24,61,female,low,business,business,0,none,desk,8.0,3.0,20,0,0,window,12,26,2,4
united,lax,lax,212,on-time,692,268.55,46,male,medium,leisure,economy,1,none,airport kiosk,7.0,21.0,22,0,0,window,6,28,0,10
jetblue,ord,jfk,254,on-time,1374,285.36,58,male,medium,leisure,economy,0,silver,airport kiosk,5.0,5.0,103,0,0,window,20,18,6,8
american airlines,lax,atl,119,on-time,822,341.33,39,male,high,emergency,premium economy,1,none,mobile app,6.3,2.0,43,0,0,middle,6,7,5,9
delta,lax,lax,95,on-time,1753,411.42,74,male,high,family,business,2,none,mobile app,5.9,16.0,82,0,0,aisle,17,8,0,1
jetblue,den,sfo,152,delayed,1505,409.25,46,female,low,family,economy,0,silver,mobile app,7.7,27.0,39,0,0,window,22,12,5,10
american airlines,dfw,lax,215,delayed,1206,363.93,40,female,medium,family,economy,2,silver,desk,6.2,6.0,14,0,0,middle,5,31,1,12
southwest,dfw,den,146,on-time,1223,256.83,68,male,low,business,economy,2,silver,mobile app,7.4,17.0,20,0,0,aisle,12,4,1,2
jetblue,atl,sfo,159,on-time,1176,295.51,48,male,medium,emergency,economy,2,silver,online,5.6,2.0,24,0,0,middle,21,17,3,4
jetblue,sea,sfo,193,on-time,1041,448.78,25,male,medium,emergency,premium economy,2,none,desk,4.7,1.0,69,0,0,window,10,24,2,7
delta,lax,jfk,221,on-time,1193,446.82,49,male,high,emergency,economy,0,silver,desk,8.5,5.0,44,0,0,window,2,13,1,2
jetblue,dfw,lax,193,delayed,952,273.54,54,female,medium,business,premium economy,1,silver,online,8.1,20.0,39,0,0,aisle,13,24,0,7
jetblue,sea,sfo,202,on-time,1370,485.7,37,female,medium,business,economy,1,none,airport kiosk,7.9,15.0,30,0,0,aisle,8,14,2,2
american airlines,den,dfw,90,delayed,1191,543.03,76,male,medium,emergency,premium economy,1,silver,online,5.1,0.0,72,0,0,middle,4,17,0,6
southwest,atl,sea,206,on-time,1447,402.46,35,female,medium,leisure,economy,2,platinum,online,9.2,30.0,81,0,0,window,23,19,5,10
delta,atl,ord,165,on-time,992,270.07,72,female,medium,leisure,economy,3,silver,desk,7.7,9.0,103,0,0,aisle,0,29,5,4
jetblue,sfo,den,205,on-time,1357,477.33,54,female,low,leisure,economy,3,none,online,9.9,11.0,64,0,0,window,17,1,4,3
united,lax,atl,155,on-time,1858,269.68,55,female,low,leisure,economy,1,none,airport kiosk,5.9,41.0,48,0,0,window,5,26,1,11
southwest,ord,ord,204,delayed,1281,481.95,38,male,low,family,economy,0,silver,online,4.1,27.0,5,0,0,window,16,24,0,2
delta,ord,sea,232,on-time,1042,330.45,21,male,low,leisure,economy,2,none,mobile app,8.5,19.0,47,0,0,aisle,14,24,1,9
united,dfw,sfo,146,delayed,948,239.24,54,male,low,family,economy,0,silver,desk,6.9,30.0,98,1,0,middle,5,5,1,11
delta,jfk,jfk,155,on-time,1191,397.99,45,female,medium,leisure,first,0,gold,online,7.7,5.0,60,0,0,aisle,6,5,5,4
united,jfk,sea,128,on-time,1548,487.29,46,female,low,family,business,1,platinum,mobile app,6.1,11.0,27,0,0,middle,7,8,5,3
southwest,atl,sea,152,on-time,534,295.83,21,female,high,emergency,business,0,none,airport kiosk,6.7,7.0,66,0,0,aisle,20,23,4,8
united,sfo,lax,242,on-time,1298,349.33,65,female,high,family,premium economy,0,silver,airport kiosk,6.5,18.0,106,0,1,window,18,14,6,4
delta,lax,lax,245,delayed,1748,246.57,75,male,medium,business,economy,2,gold,mobile app,8.0,4.0,61,0,1,middle,12,6,3,2
delta,jfk,sea,174,on-time,1221,273.99,67,male,medium,leisure,economy,0,none,desk,8.7,8.0,49,0,0,aisle,6,15,5,3
southwest,atl,lax,146,delayed,1284,426.36,35,male,low,family,premium economy,3,none,desk,6.1,30.0,65,0,0,window,7,22,3,2
southwest,jfk,lax,147,on-time,649,373.31,24,female,high,business,premium economy,1,none,airport kiosk,5.7,3.0,92,0,1,aisle,12,10,3,8
american airlines,dfw,dfw,151,on-time,1071,266.73,38,female,medium,emergency,business,2,silver,desk,4.5,19.0,102,0,0,middle,11,9,0,10
